Source,Source_Year,Study,Control_ID,Study_Year_Initial,Study_Year_Final,Duration_Years,Collection_Periods,Continent,Country,Site_Name,Latitude,Longitude,Location_Uncertainty,Phylum,Class,Order,Family,Feeding_Guild,Aggregated_Study,Soil_Fauna,Soil_Depth,Pest,Nitrogen_Deposited,Nitrogen_Added,N_Added_Deposited,Fertilizer_Type,Plot_Size,Treatment_Mean,Treatment_N,Treatment_SD,Treatment_SE,Control_Mean,Control_N,Control_SD,Control_SE,SD_Estimated,Sampling_Method,Unit_Measurement,Treatment_ScalingConstant,Control_ScalingConstant,Biome,Vegetation_Type,Land_Use_Described,MAT,MAP,pH,P,K,Checked,Finished,Reviewer,Study_Quality_1,Study_Quality_2,Study_Quality_3,Study_Quality_Total,Data_Retrieved_From,Notes,
Li_et_al_2019,2019,16,16a,2007,2014,8,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,50,Added,NH4NO3,9,3.33,3,1.50,0.87,3.34,3,0.57,0.33,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,16,16a,2007,2014,8,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,150,Added,NH4NO3,9,2.00,3,1.02,0.59,3.34,3,0.57,0.33,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,16,16a,2007,2014,8,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,300,Added,NH4NO3,9,3.86,3,1.58,0.91,3.34,3,0.57,0.33,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,17,17a,2007,2014,8,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,0,Added,NH4NO3,9,2.00,3,1.02,0.59,2.00,3,1.02,0.59,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,17,17a,2007,2014,8,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,50,Added,NH4NO3,9,3.00,3,0.00,0.00,2.00,3,1.02,0.59,FromSource,Tullgren funnel 48h,Individuals,1,1,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,17,17a,2007,2014,8,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,150,Added,NH4NO3,9,2.00,3,1.01,0.58,2.00,3,1.02,0.59,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,17,17a,2007,2014,8,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,300,Added,NH4NO3,9,2.66,3,1.15,0.66,2.00,3,1.02,0.59,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,18,18a,2007,2015,9,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,0,Added,NH4NO3,9,3.66,3,1.53,0.88,3.66,3,1.53,0.88,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,18,18a,2007,2015,9,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,50,Added,NH4NO3,9,4.35,3,0.59,0.34,3.66,3,1.53,0.88,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,18,18a,2007,2015,9,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,150,Added,NH4NO3,9,2.67,3,1.14,0.66,3.66,3,1.53,0.88,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Li_et_al_2019,2019,18,18a,2007,2015,9,3,Asia,China,Sichuan,29.7,103.233333,0,Arthropoda,NA,NA,NA,Unknown,YES,NO,0-15,NO,,300,Added,NH4NO3,9,2.00,3,1.04,0.60,3.66,3,1.53,0.88,FromSource,Tullgren funnel 48h,Individuals,,,NA,Plantation of Pleioblastus amarus,Plantation of Pleioblastus amarus,6.6-25.7,1489.8,4.6,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 2,Each study indicate difference time,
Cheng_et_al_2017,2017,19,19a,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,0.00,Added,CO(NH2)2,NA,2.80,5,1.61,0.72,2.80,5,1.61,0.72,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19a,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,25.00,Added,CO(NH2)2,NA,2.40,5,1.52,0.68,2.80,5,1.61,0.72,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19a,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,50.00,Added,CO(NH2)2,NA,1.60,5,0.56,0.25,2.80,5,1.61,0.72,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.52,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19a,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,100.00,Added,CO(NH2)2,NA,2.40,5,0.52,0.23,2.80,5,1.61,0.72,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.42,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20a,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,0.00,Added,CO(NH2)2,NA,2.62,5,0.84,0.37,2.62,5,0.84,0.37,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20a,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,25.00,Added,CO(NH2)2,NA,2.79,5,1.61,0.72,2.62,5,0.84,0.37,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20a,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,50.00,Added,CO(NH2)2,NA,2.56,5,0.94,0.42,2.62,5,0.84,0.37,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.52,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20a,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Herbivore,YES,NO,NA,NO,,100.00,Added,CO(NH2)2,NA,3.60,5,0.87,0.39,2.62,5,0.84,0.37,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.42,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19b,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Predator,YES,NO,NA,NO,,0.00,Added,CO(NH2)2,NA,3.00,5,1.24,0.56,3.00,5,1.24,0.56,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19b,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Predator,YES,NO,NA,NO,,25.00,Added,CO(NH2)2,NA,3.40,5,1.16,0.52,3.00,5,1.24,0.56,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19b,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Predator,YES,NO,NA,NO,,50.00,Added,CO(NH2)2,NA,3.40,5,0.54,0.24,3.00,5,1.24,0.56,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.52,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19b,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Predator,YES,NO,NA,NO,,100.00,Added,CO(NH2)2,NA,2.80,5,1.27,0.57,3.00,5,1.24,0.56,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.42,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20b,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Predator,YES,NO,NA,NO,,0.00,Added,CO(NH2)2,NA,2.00,5,1.79,0.80,2.00,5,0.80,2.00,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20b,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Predator,YES,NO,NA,NO,,25.00,Added,CO(NH2)2,NA,2.00,5,0.99,0.44,2.00,5,0.80,2.00,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20b,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Predator,YES,NO,NA,NO,,50.00,Added,CO(NH2)2,NA,1.40,5,0.84,0.38,2.00,5,0.80,2.00,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.52,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20b,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Predator,YES,NO,NA,NO,,100.00,Added,CO(NH2)2,NA,1.00,5,0.96,0.43,2.00,5,0.80,2.00,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.42,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19c,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Omnivore,YES,NO,NA,NO,,0.00,Added,CO(NH2)2,NA,1.00,5,1.00,0.45,1.00,5,1.00,0.45,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19c,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Omnivore,YES,NO,NA,NO,,25.00,Added,CO(NH2)2,NA,0.80,5,1.10,0.49,1.00,5,1.00,0.45,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19c,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Omnivore,YES,NO,NA,NO,,50.00,Added,CO(NH2)2,NA,1.00,5,0.71,0.32,1.00,5,1.00,0.45,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.52,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19c,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Omnivore,YES,NO,NA,NO,,100.00,Added,CO(NH2)2,NA,0.80,5,0.44,0.20,1.00,5,1.00,0.45,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.42,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20c,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Omnivore,YES,NO,NA,NO,,0.00,Added,CO(NH2)2,NA,0.80,5,0.86,0.38,0.80,5,0.86,0.38,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20c,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Omnivore,YES,NO,NA,NO,,25.00,Added,CO(NH2)2,NA,0.80,5,0.86,0.38,0.80,5,0.86,0.38,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20c,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Omnivore,YES,NO,NA,NO,,50.00,Added,CO(NH2)2,NA,1.25,5,0.56,0.25,0.80,5,0.86,0.38,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.52,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20c,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Omnivore,YES,NO,NA,NO,,100.00,Added,CO(NH2)2,NA,0.60,5,0.88,0.40,0.80,5,0.86,0.38,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.42,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19d,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,0.00,Added,CO(NH2)2,NA,1.80,5,0.44,0.20,1.80,5,0.44,0.20,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19d,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,25.00,Added,CO(NH2)2,NA,1.78,5,1.53,0.68,1.80,5,0.44,0.20,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19d,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,50.00,Added,CO(NH2)2,NA,2.00,5,0.72,0.32,1.80,5,0.44,0.20,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.52,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,19,19d,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,100.00,Added,CO(NH2)2,NA,0.80,5,0.84,0.38,1.80,5,0.44,0.20,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.42,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20d,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,0.00,Added,CO(NH2)2,NA,1.18,5,0.48,0.21,1.18,5,0.48,0.21,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20d,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,25.00,Added,CO(NH2)2,NA,0.78,5,0.84,0.38,1.18,5,0.48,0.21,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.55,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20d,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,50.00,Added,CO(NH2)2,NA,1.00,5,0.69,0.31,1.18,5,0.48,0.21,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.52,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Cheng_et_al_2017,2017,20,20d,2011,2015,5,2,Asia,China,Inner_Mongolia_Steppe,44.166667,116.466667,0,Arthropoda,NA,NA,NA,Detritivore,YES,NO,NA,NO,,100.00,Added,CO(NH2)2,NA,1.58,5,0.57,0.26,1.18,5,0.48,0.21,FromSource,Pitfall traps,Individuals,,,NA,Grassland steppe,Experimental grassland in Inner Mongolia,-1.1-0.2,280-345,8.42,NA,NA,Y,Y,Fiona,1,1,1,3,Figure 3,Each study indicate difference time; data extacted using Digitizeit,
Rong_et_al_2011,2011,21,21a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,0-5,NO,,0.00,Added,NH4NO3,12,7.33,3,NA,NA,7.33,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,21,21a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,0-5,NO,,50.00,Added,NH4NO3,12,4.33,3,NA,NA,7.33,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,21,21a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,0-5,NO,,100.00,Added,NH4NO3,12,6.67,3,NA,NA,7.33,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,21,21a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,0-5,NO,,150.00,Added,NH4NO3,12,5.67,3,NA,NA,7.33,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,22,22a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,5-10,NO,,0.00,Added,NH4NO3,12,5.00,3,NA,NA,5.00,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,22,22a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,5-10,NO,,50.00,Added,NH4NO3,12,4.00,3,NA,NA,5.00,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,22,22a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,5-10,NO,,100.00,Added,NH4NO3,12,4.00,3,NA,NA,5.00,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,22,22a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,5-10,NO,,150.00,Added,NH4NO3,12,4.33,3,NA,NA,5.00,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,23,23a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,10-15,NO,,0.00,Added,NH4NO3,12,4.00,3,NA,NA,4.00,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,23,23a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,10-15,NO,,50.00,Added,NH4NO3,12,3.00,3,NA,NA,4.00,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
Rong_et_al_2011,2011,23,23a,2009,2009,1,1,Asia,China,Fuzhou,26.17764023,119.356993,200,Annelida_Anthropoda,NA,NA,NA,Unknown,YES,YES,10-15,NO,,100.00,Added,NH4NO3,12,4.67,3,NA,NA,4.00,3,NA,NA,FromSource,Hand sorting,Individuals,,,NA,Forest land,Forest land,20.1,1425,NA,NA,NA,Y,Y,Fiona,0,1,1,2,Table 4,Different studies are different depth of soil,
