Source,Source_Year,Study,Control_ID,Study_Year_Initial,Study_Year_Final,Duration_Years,Collection_Periods,Continent,Country,Site_Name,Latitude,Longitude,Location_Uncertainty,Phylum,Class,Order,Family,Genus,Species,Binomial,Feeding_Guild,Aggregated_Study,Soil_Fauna,Soil_Depth,Pest,Nitrogen_Deposited,Nitrogen_Added,N_Added_Deposited,Fertilizer_Type,Plot_Size,Treatment_Mean,Treatment_N,Treatment_SD,Treatment_SE,Control_Mean,Control_N,Control_SD,Control_SE,SD_Estimated,Sampling_Method,Unit_Measurement,Treatment_ScalingConstant,Control_ScalingConstant,Biome,Vegetation_Type,Land_Use_Described,MAT,MAP,pH,P,K,Checked,Finished,Reviewer,Study_Quality_1,Study_Quality_2,Study_Quality_3,Study_Quality_Total,Data_Retrieved_From,Notes
Zhuang_et_al_2010,2010,128,128al,2008,2009,2,4,Asia,China,Harbin,45.383333,127.533333,100,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,NA,Detritivore,NO,YES,10-20,NO,,100.00,Added,CO(NH2)2,600,94.00,3.00,0.00,0.00,236.00,3.00,0.00,0.00,FromSource,Tullgren funnel ,Individuals/m2,0.02,0.02,NA,Temperate forest,Experimental forest with larcha nd ash,2.8,723,4.35,NA,NA,Y,Y,Fiona,0,1,1,2,Appendix 1,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,2010,128,128am,2008,2009,2,4,Asia,China,Harbin,45.383333,127.533333,100,Arthropoda,Insecta,Diptera,Stratiomyidae,NA,NA,NA,Detritivore,NO,YES,10-20,NO,,0.00,Added,CO(NH2)2,600,18.00,3.00,0.00,0.00,18.00,3.00,0.00,0.00,FromSource,Tullgren funnel ,Individuals/m2,0.02,0.02,NA,Temperate forest,Experimental forest with larcha nd ash,2.8,723,5.67,NA,NA,Y,Y,Fiona,0,1,1,2,Appendix 1,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,2010,128,128am,2008,2009,2,4,Asia,China,Harbin,45.383333,127.533333,100,Arthropoda,Insecta,Diptera,Stratiomyidae,NA,NA,NA,Detritivore,NO,YES,10-20,NO,,100.00,Added,CO(NH2)2,600,0.00,3.00,0.00,0.00,18.00,3.00,0.00,0.00,FromSource,Tullgren funnel ,Individuals/m2,0.02,0.02,NA,Temperate forest,Experimental forest with larcha nd ash,2.8,723,4.35,NA,NA,Y,Y,Fiona,0,1,1,2,Appendix 1,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,2010,128,128an,2008,2009,2,4,Asia,China,Harbin,45.383333,127.533333,100,Arthropoda,Insecta,Diptera,Therevidae,NA,NA,NA,Predator,NO,YES,10-20,NO,,0.00,Added,CO(NH2)2,600,0.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,FromSource,Tullgren funnel ,Individuals/m2,0.02,0.02,NA,Temperate forest,Experimental forest with larcha nd ash,2.8,723,5.67,NA,NA,Y,Y,Fiona,0,1,1,2,Appendix 1,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,2010,128,128an,2008,2009,2,4,Asia,China,Harbin,45.383333,127.533333,100,Arthropoda,Insecta,Diptera,Therevidae,NA,NA,NA,Predator,NO,YES,10-20,NO,,100.00,Added,CO(NH2)2,600,24.00,3.00,0.00,0.00,0.00,3.00,0.00,0.00,FromSource,Tullgren funnel ,Individuals/m2,0.02,0.02,NA,Temperate forest,Experimental forest with larcha nd ash,2.8,723,4.35,NA,NA,Y,Y,Fiona,0,1,1,2,Appendix 1,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,2010,128,128ao,2008,2009,2,4,Asia,China,Harbin,45.383333,127.533333,100,Arthropoda,Insecta,Diptera,Muscidae,NA,NA,NA,Detritivore,NO,YES,10-20,NO,,0.00,Added,CO(NH2)2,600,34.00,3.00,0.00,0.00,34.00,3.00,0.00,0.00,FromSource,Tullgren funnel ,Individuals/m2,0.02,0.02,NA,Temperate forest,Experimental forest with larcha nd ash,2.8,723,5.67,NA,NA,Y,Y,Fiona,0,1,1,2,Appendix 1,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Zhuang_et_al_2010,2010,128,128ao,2008,2009,2,4,Asia,China,Harbin,45.383333,127.533333,100,Arthropoda,Insecta,Diptera,Muscidae,NA,NA,NA,Detritivore,NO,YES,10-20,NO,,100.00,Added,CO(NH2)2,600,0.00,3.00,0.00,0.00,34.00,3.00,0.00,0.00,FromSource,Tullgren funnel ,Individuals/m2,0.02,0.02,NA,Temperate forest,Experimental forest with larcha nd ash,2.8,723,4.35,NA,NA,Y,Y,Fiona,0,1,1,2,Appendix 1,Different studies are different depth of soil. Three soil cores of 10cm diameter were taken in plots of 600m2. The area of each 10cm is 0.00785m2 which multiplied by 3 gives the scaling factor: 0.02356
Hines_et_al_2006,2006,129,129a,2001,2002,2,2,North_America,USA,Tuckerton,39.55871403,-74.34461811,10000,Arthropoda,Insecta,Hemiptera,Delphacidae,Prokelisia,marginata,Prokelisia_marginata,Herbivore,NO,NO,NA,NO,,0.00,Added,NH4NO3,4,412.37,12.00,1769.39,510.78,412.37,12.00,1769.39,510.78,FromSource,Vacuum,Individuals/m2,,,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,
Hines_et_al_2006,2006,129,129a,2001,2002,2,2,North_America,USA,Tuckerton,39.55871403,-74.34461811,10000,Arthropoda,Insecta,Hemiptera,Delphacidae,Prokelisia,marginata,Prokelisia_marginata,Herbivore,NO,NO,NA,NO,,450.00,Added,NH4NO3,4,3617.62,12.00,1720.69,496.72,412.37,12.00,1769.39,510.78,FromSource,Vacuum,Individuals/m2,,,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,
Hines_et_al_2006,2006,129,129b,2001,2002,2,2,North_America,USA,Tuckerton,39.55871403,-74.34461811,10000,Arthropoda,Insecta,Hemiptera,Delphacidae,Prokelisia,dolus,Prokelisia_dolus,Herbivore,NO,NO,NA,NO,,0.00,Added,NH4NO3,4,604.00,12.00,320.98,92.66,604.00,12.00,320.98,92.66,FromSource,Vacuum,Individuals/m2,,,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,
Hines_et_al_2006,2006,129,129b,2001,2002,2,2,North_America,USA,Tuckerton,39.55871403,-74.34461811,10000,Arthropoda,Insecta,Hemiptera,Delphacidae,Prokelisia,dolus,Prokelisia_dolus,Herbivore,NO,NO,NA,NO,,450.00,Added,NH4NO3,4,965.49,12.00,320.98,92.66,604.00,12.00,320.98,92.66,FromSource,Vacuum,Individuals/m2,,,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,
Hines_et_al_2006,2006,129,129c,2001,2002,2,2,North_America,USA,Tuckerton,39.55871403,-74.34461811,10000,Arthropoda,Arachnida,Araneae,NA,NA,NA,NA,Predator,NO,NO,NA,NO,,0.00,Added,NH4NO3,4,140.48,12.00,206.18,59.52,140.48,12.00,206.18,59.52,FromSource,Vacuum,Individuals/m2,,,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Generalist wolf spiders Pardosa littoralis (Araneae: Lycosidae), and sheet-web building spiders, Grammanota trivittata (Araneae: Lyniphidae), merged."
Hines_et_al_2006,2006,129,129c,2001,2002,2,2,North_America,USA,Tuckerton,39.55871403,-74.34461811,10000,Arthropoda,Arachnida,Araneae,NA,NA,NA,NA,Predator,NO,NO,NA,NO,,450.00,Added,NH4NO3,4,694.44,12.00,206.22,59.53,140.48,12.00,206.18,59.52,FromSource,Vacuum,Individuals/m2,,,NA,"Salt marsh, spartina meadow","Salt marsh, spartina meadow",NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Generalist wolf spiders Pardosa littoralis (Araneae: Lycosidae), and sheet-web building spiders, Grammanota trivittata (Araneae: Lyniphidae), merged."
Jones_et_al_2011,2011,130,130a,1997,1998,2,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,0.00,Added,CO(NH2)2,0.25,5.36,12.00,4.57,1.32,5.36,12.00,4.57,1.32,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,130,130a,1997,1998,2,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,150.00,Added,CO(NH2)2,0.25,3.07,12.00,0.29,1.02,5.36,12.00,4.57,1.32,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,131,131a,1997,1999,3,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,0.00,Added,CO(NH2)2,0.25,0.33,12.00,0.06,0.22,0.33,12.00,0.06,0.22,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,131,131a,1997,1999,3,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,150.00,Added,CO(NH2)2,0.25,0.33,12.00,0.06,0.22,0.33,12.00,0.06,0.22,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,132,132a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,0.00,Added,CO(NH2)2,0.25,1.61,12.00,0.09,0.32,1.61,12.00,0.09,0.32,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,132,132a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,150.00,Added,CO(NH2)2,0.25,1.72,12.00,0.14,0.47,1.61,12.00,0.09,0.32,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,133,133a,1997,1999,3,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,0.00,Added,CO(NH2)2,0.25,63.74,12.00,6.74,23.36,63.74,12.00,6.74,23.36,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,133,133a,1997,1999,3,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,150.00,Added,CO(NH2)2,0.25,33.08,12.00,2.48,8.60,63.74,12.00,6.74,23.36,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,134,134a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,0.00,Added,CO(NH2)2,0.25,9.91,12.00,1.08,3.73,9.91,12.00,1.08,3.73,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,134,134a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,150.00,Added,CO(NH2)2,0.25,12.71,12.00,0.92,3.18,9.91,12.00,1.08,3.73,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,135,135a,1997,1998,2,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,0.00,Added,CO(NH2)2,0.25,37.91,12.00,1.58,5.46,37.91,12.00,1.58,5.46,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,135,135a,1997,1998,2,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,150.00,Added,CO(NH2)2,0.25,17.67,12.00,0.74,2.57,37.91,12.00,1.58,5.46,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,136,136a,1997,1999,3,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,0.00,Added,CO(NH2)2,0.25,117.59,12.00,14.84,51.41,117.59,12.00,14.84,51.41,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,136,136a,1997,1999,3,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,150.00,Added,CO(NH2)2,0.25,72.29,12.00,9.18,31.81,117.59,12.00,14.84,51.41,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,137,137a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,0.00,Added,CO(NH2)2,0.25,11.24,12.00,0.56,1.93,11.24,12.00,0.56,1.93,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,137,137a,1997,2000,4,1,North_America,USA,Barton_Flats,34.169444,-116.906944,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,8,150.00,Added,CO(NH2)2,0.25,18.96,12.00,1.67,5.78,11.24,12.00,0.56,1.93,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,138,138a,1997,1998,2,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,0.00,Added,CO(NH2)2,0.25,1.09,12.00,0.14,0.48,1.09,12.00,0.14,0.48,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,138,138a,1997,1998,2,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,150.00,Added,CO(NH2)2,0.25,7.88,12.00,0.53,1.83,1.09,12.00,0.14,0.48,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,139,139a,1997,1999,3,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,0.00,Added,CO(NH2)2,0.25,2.12,12.00,0.16,0.54,2.12,12.00,0.16,0.54,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,139,139a,1997,1999,3,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,150.00,Added,CO(NH2)2,0.25,3.87,12.00,0.36,1.24,2.12,12.00,0.16,0.54,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,140,140a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,0.00,Added,CO(NH2)2,0.25,10.99,12.00,0.87,3.02,10.99,12.00,0.87,3.02,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,140,140a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,150.00,Added,CO(NH2)2,0.25,13.83,12.00,0.96,3.32,10.99,12.00,0.87,3.02,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,141,141a,1997,1999,3,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,0.00,Added,CO(NH2)2,0.25,5.23,12.00,0.38,1.31,5.23,12.00,0.38,1.31,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,141,141a,1997,1999,3,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,150.00,Added,CO(NH2)2,0.25,2.99,12.00,0.32,1.12,5.23,12.00,0.38,1.31,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,142,142a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,0.00,Added,CO(NH2)2,0.25,6.92,12.00,0.59,2.05,6.92,12.00,0.59,2.05,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,142,142a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,150.00,Added,CO(NH2)2,0.25,15.33,12.00,1.08,3.74,6.92,12.00,0.59,2.05,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,143,143a,1997,1998,2,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,0.00,Added,CO(NH2)2,0.25,11.24,12.00,1.21,4.18,11.24,12.00,1.21,4.18,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,143,143a,1997,1998,2,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,150.00,Added,CO(NH2)2,0.25,8.35,12.00,0.56,1.93,11.24,12.00,1.21,4.18,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,144,144a,1997,1999,3,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,0.00,Added,CO(NH2)2,0.25,138.47,12.00,12.24,42.41,138.47,12.00,12.24,42.41,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,144,144a,1997,1999,3,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,150.00,Added,CO(NH2)2,0.25,14.78,12.00,3.43,11.89,138.47,12.00,12.24,42.41,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,145,145a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,0.00,Added,CO(NH2)2,0.25,11.89,12.00,0.83,2.89,11.89,12.00,0.83,2.89,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Jones_et_al_2011,2011,145,145a,1997,2000,4,1,North_America,USA,Camp_Paivika,34.234722,-117.323611,100,Arthropoda,Insecta,NA,NA,NA,NA,NA,Herbivore,YES,NO,NA,NO,71,150.00,Added,CO(NH2)2,0.25,11.24,12.00,0.65,2.25,11.89,12.00,0.83,2.89,FromSE,Manually removed from foliage,Individuals/0.5m2,,,NA,Bracken fern,Bracken fern,NA,NA,NA,NA,NA,Y,Y,Juan,1,1,1,3,Figure 4,"Each study is a different year and sampling period as defined in the paper (early, mid, full)"
Li_et_al_2013,2013,146,146a,2006,2010,5,2,Asia,China,Inner_Mongolia_Steppe,42.033333,116.283333,5000,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-15,NO,20,0.00,Added,NH4NO3,12,78.04,6.00,33.56,13.70,78.04,6.00,33.56,13.70,FromSE,Cotton-wool filter,Individuals/100 gr dry soil,,,NA,Grassland,Experimental grassland in Inner Mongolia,NA,NA,7.7,NA,NA,Y,Y,Juan,1,1,1,3,Figure 2,
Li_et_al_2013,2013,146,146a,2006,2010,5,2,Asia,China,Inner_Mongolia_Steppe,42.033333,116.283333,5000,Nematoda,NA,NA,NA,NA,NA,NA,Fungivore,YES,YES,0-15,NO,20,100.00,Added,NH4NO3,12,50.00,6.00,35.10,14.33,78.04,6.00,33.56,13.70,FromSE,Cotton-wool filter,Individuals/100 gr dry soil,,,NA,Grassland,Experimental grassland in Inner Mongolia,NA,NA,7.7,NA,NA,Y,Y,Juan,1,1,1,3,Figure 2,
Li_et_al_2013,2013,146,146b,2006,2010,5,2,Asia,China,Inner_Mongolia_Steppe,42.033333,116.283333,5000,Nematoda,NA,NA,NA,NA,NA,NA,Predator/Omnivore,YES,YES,0-15,NO,20,0.00,Added,NH4NO3,12,46.42,6.00,17.93,7.32,46.42,6.00,17.93,7.32,FromSE,Cotton-wool filter,Individuals/100 gr dry soil,,,NA,Grassland,Experimental grassland in Inner Mongolia,NA,NA,7.7,NA,NA,Y,Y,Juan,1,1,1,3,Figure 2,
